score<Pub. year>	score<Application year>	score<Earliest priority year>	score<Cited by patents>	score<Cites patents>	score<Simple family size>	score<Extended family size>	score<NPL citations>
2016	2014	2006	2	107	9	19	66
2025	2021	2020	0	4	6	6	0
2019	2019	2016	0	7	6	6	0
2024	2012	2011	0	4	9	9	6
2024	2022	2016	0	44	3	3	7
2022	2017	2016	6	39	3	3	0
2017	2013	2011	4	72	2	2	1
2025	2025	2023	0	6	1	2	0
2025	2025	2022	1	0	3	3	0
2020	2019	2016	6	120	6	6	12
2023	2022	2016	6	10	3	3	0
2024	2022	2022	2	14	1	1	2
2016	2015	2014	1	6	21	21	1
2017	2017	2014	2	0	21	21	0
2019	2018	2014	0	4	21	21	0
2024	2024	2020	0	1	8	8	0
2025	2024	2020	0	3	8	8	3
2019	2017	2014	1	166	21	21	130
2023	2021	2020	1	1	8	8	0
2025	2021	2020	0	2	8	8	2
2022	2022	2021	2	8	5	5	0
2016	2013	2012	8	16	4	4	37
2016	2015	2013	5	0	1	16	0
2024	2021	2020	2	3	8	8	3
2025	2025	2023	0	0	2	3	0
2018	2017	2017	2	9	2	2	0
2025	2025	2019	0	0	4	4	0
2025	2025	2024	0	2	1	1	3
2016	2013	2013	11	106	2	48	20
2016	2016	2013	4	3	4	48	0
2024	2018	2017	0	10	30	30	0
2018	2016	2013	0	2	3	3	49
2016	2013	2013	7	123	4	48	20
2021	2019	2019	4	0	1	1	0
2024	2019	2018	0	3	17	17	0
2018	2016	2013	2	131	4	48	29
2016	2011	2011	268	104	2	2	99
2024	2023	2022	0	41	7	7	4
2025	2023	2022	1	2	7	7	1
2021	2020	2020	0	2	6	6	0
2021	2020	2020	4	1	6	6	0
2024	2022	2021	1	9	5	5	1
2017	2014	2006	13	683	35	35	977
2021	2020	2020	1	7	6	6	1
2025	2025	2024	0	2	1	1	0
2019	2018	2018	2	75	1	1	7
2019	2018	2018	6	63	1	1	3
2019	2018	2018	20	0	2	2	0
2020	2018	2018	15	75	2	2	3
2019	2018	2018	21	6	1	1	0
2019	2018	2018	12	75	1	1	5
2019	2018	2018	2	0	2	2	0
2019	2018	2018	9	0	1	1	0
2019	2018	2018	22	68	2	2	3
2019	2018	2018	14	5	1	1	0
2019	2018	2018	11	9	1	1	0
2025	2023	2020	0	111	2	27	3
2020	2018	2018	5	75	2	2	5
2019	2018	2018	0	4	5	5	1
2019	2018	2018	9	0	2	2	0
2019	2018	2018	14	3	1	1	0
2021	2019	2018	0	0	5	5	0
2020	2012	2012	0	1	9	9	0
2019	2019	2018	1	7	5	5	1
2023	2022	2022	0	38	7	7	0
2024	2021	2017	0	130	10	10	57
2025	2023	2022	1	1	7	7	0
2020	2019	2012	1	0	9	9	0
2016	2014	2013	6	11	8	8	0
2023	2023	2022	0	39	7	7	0
2025	2022	2010	0	78	29	29	40
2017	2017	2013	0	0	8	8	0
2023	2021	2017	0	134	11	11	58
2022	2022	2010	0	17	29	29	1
2020	2011	2010	2	3	29	29	1
2018	2018	2010	9	6	29	29	0
2022	2018	2010	2	56	29	29	39
2021	2014	2013	0	15	8	8	0
2025	2023	2017	0	44	30	30	24
2017	2014	2013	0	42	8	8	3
2021	2010	2009	0	6	24	24	0
2018	2017	2013	3	42	8	8	3
2018	2011	2010	8	38	29	29	29
2025	2025	2017	0	0	30	30	0
2023	2023	2017	0	12	30	30	3
2017	2015	2006	3	100	8	8	70
2025	2021	2020	0	4	2	2	1
2022	2021	2020	5	4	2	2	0
2024	2021	2020	0	174	4	4	1
2017	2014	2005	17	9	4	49	6
2022	2021	2020	9	170	4	4	0
2022	2022	2021	1	2	8	8	2
2022	2015	2014	0	1	21	21	0
2023	2022	2021	0	0	8	8	0
2022	2020	2020	2	4	4	4	0
2022	2019	2019	0	11	2	2	6
2017	2013	2012	6	9	8	8	19
2020	2015	2015	0	3	7	7	0
2017	2017	2015	20	0	7	7	0
2023	2021	2020	5	7	6	6	2
2024	2023	2022	0	0	9	9	0
2018	2017	2016	1	0	2	2	0
2023	2023	2020	0	11	1	3	0
2023	2020	2019	4	2	14	15	0
2022	2021	2005	3	2768	33	33	771
2019	2016	1998	0	2754	7	221	805
2021	2019	2005	5	2766	33	33	762
2022	2021	2005	2	2769	33	33	776
2021	2021	2005	3	2768	33	33	766
2017	2016	2016	14	0	3	3	0
2022	2021	2005	4	2769	33	33	778
2019	2015	2005	8	2779	33	33	756
2017	2017	2016	2	5	3	3	0
2016	2015	2015	6	3	7	7	0
2019	2019	2018	12	3	5	5	0
2017	2016	2016	4	14	3	3	4
2023	2021	2020	8	11	20	20	0
2024	2022	2005	0	2771	33	33	874
2021	2017	2017	10	36	10	10	65
2020	2019	2018	0	11	5	5	0
2021	2020	2016	0	4	4	4	0
2021	2020	2019	5	0	2	2	2
2020	2020	2016	0	0	4	4	0
2024	2023	2022	2	0	1	1	0
2022	2019	2018	0	126	2	2	67
2016	2008	2007	36	99	7	7	99
2021	2017	2017	10	35	11	11	63
2022	2014	2013	5	767	13	13	1032
2019	2018	2008	1	0	8	67	0
2019	2018	2018	11	5	17	17	0
2019	2019	2018	5	4	17	17	1
2023	2018	2018	0	15	17	17	9
2020	2018	2008	0	47	8	67	0
2016	2014	2008	2	85	24	24	29
2018	2016	2008	1	104	8	67	32
2016	2016	2008	7	6	35	67	0
2019	2011	2010	1	3	15	67	0
2016	2016	2015	2	6	17	17	0
2022	2020	2020	1	3	4	4	0
2019	2017	2008	1	2	35	67	0
2017	2016	2008	1	93	35	67	32
2022	2021	2020	2	156	4	4	0
2016	2014	2008	9	89	8	67	29
2016	2015	2015	2	13	17	17	0
2018	2017	2008	1	2	35	67	0
2016	2016	2008	1	47	8	67	0
2017	2016	2015	0	35	17	17	1
2024	2021	2020	0	158	4	4	1
2016	2014	2011	5	24	6	32	24
2018	2013	2012	9	4	5	5	7
2020	2019	2018	1	4	4	4	0
2021	2019	2018	59	1	4	4	1
2018	2018	2012	5	4	5	5	0
2020	2018	2012	0	4	5	5	0
2019	2016	2006	19	714	18	18	1065
2025	2025	2024	1	0	1	1	0
2023	2019	2018	4	10	4	4	4
2018	2017	2016	3	2	2	2	1
2025	2023	2023	0	2	5	5	3
2025	2024	2023	0	0	5	5	2
2020	2018	2018	9	3	4	4	0
2021	2010	2009	0	4	17	17	0
2025	2023	2023	0	2	5	5	0
2019	2017	2011	44	1366	6	73	217
2023	2016	2015	0	18	9	9	20
2019	2019	2018	8	0	2	2	0
2025	2024	2023	0	0	1	1	3
2017	2014	2014	21	29	8	8	6
2016	2015	2015	3	15	2	2	3
2016	2015	2014	0	3	8	8	1
2024	2019	2018	0	42	9	9	204
2025	2025	2024	0	3	4	4	0
2016	2013	2003	12	100	23	155	99
2016	2014	2014	271	20	8	8	0
2017	2014	2014	3	19	3	3	12
2021	2019	2019	9	0	4	4	0
2017	2014	2013	3	760	5	5	1032
2025	2023	2022	0	0	9	9	0
2024	2023	2022	1	0	9	9	0
2025	2024	2017	0	32	10	10	0
2016	2015	2006	3	0	8	8	0
2021	2020	2020	0	0	3	3	0
2017	2014	2007	5	5	3	10	0
2016	2016	2008	100	0	2	387	0
2025	2018	2017	1	9	15	17	2
2018	2002	2001	29	242	14	14	766
2017	2014	2007	5	0	3	10	0
2022	2020	2020	0	9	3	3	1
2024	2021	2020	0	141	2	2	80
2021	2020	2020	4	5	4	4	0
2025	2024	2020	15	0	2	20	0
2020	2019	2018	178	0	2	2	0
2025	2024	2024	0	3	1	1	1
2023	2021	2017	0	128	4	16	59
2021	2015	2014	15	780	14	14	1031
2023	2023	2022	0	6	6	6	0
2018	2009	2008	0	3	13	13	4
2025	2023	2023	0	3	2	2	1
2023	2023	2022	1	0	6	6	0
2022	2016	2016	56	3072	17	17	60
2025	2023	2022	0	8	6	6	2
2021	2018	2011	8	1395	14	73	239
2024	2023	2022	0	3	6	6	0
2018	2017	2016	14	3	4	4	0
2016	2016	2013	3	0	3	3	0
2020	2017	2016	0	6	4	4	0
2024	2023	2020	0	4	4	4	50
2019	2016	2005	15	2778	21	21	833
2017	2014	2013	2	3	2	2	1
2021	2021	2018	4	7	2	233	0
2021	2021	2020	6	0	4	4	1
2025	2025	2024	0	0	2	2	0
2025	2024	2018	0	5	2	233	0
2023	2021	2020	0	0	4	4	1
2025	2024	2023	2	6	3	10	24
2025	2025	2021	0	0	8	8	0
2025	2022	2021	0	118	8	8	3
2023	2022	2021	1	6	8	8	1
2020	2019	2016	2	2	4	4	0
2018	2017	2017	1	0	2	2	0
2017	2014	2010	12	762	59	59	1002
2019	2018	2006	0	25	14	24	0
2020	2017	2017	0	96	2	2	99
2020	2019	2006	0	2	14	24	0
2018	2017	2006	4	24	14	24	0
2024	2023	2022	1	10	3	4	0
2024	2023	2022	0	9	1	4	1
2019	2018	2006	1	0	14	24	0
2018	2017	2006	0	4	14	24	0
2024	2022	2016	0	3499	17	17	63
2023	2021	2017	3	33	10	10	2
2024	2022	2021	0	0	6	6	0
2024	2023	2017	0	35	10	10	2
2021	2021	2017	9	24	10	10	0
2024	2023	2017	6	0	10	10	0
2024	2022	2021	1	4	6	6	3
2019	2018	2017	95	8	10	10	3
2020	2018	2017	42	0	10	10	0
2021	2018	2017	12	24	10	10	2
2020	2020	2019	5	3	3	3	0
2017	2017	2013	1	0	9	9	0
2020	2020	2019	1	2	3	3	0
2023	2020	2019	1	12	3	3	1
2019	2018	2013	0	2	9	9	0
2020	2018	2013	0	5	9	9	6
2018	2017	2013	0	4	9	9	4
2021	2021	2020	0	5	3	3	0
2021	2020	2020	1	8	4	4	2
2022	2019	2018	12	4	6	6	0
2021	2019	2018	23	8	10	10	0
2021	2021	2020	0	1	2	2	0
2021	2021	2020	0	5	4	4	0
2021	2021	2020	0	4	4	4	0
2021	2020	2020	3	3	2	2	0
2023	2021	2020	2	9	4	4	2
2021	2020	2020	5	4	2	2	0
2025	2024	2021	3	0	2	2	0
2021	2021	2020	0	1	2	2	0
2021	2021	2020	0	7	4	4	1
2018	2014	2014	3	25	2	2	0
2023	2023	2018	0	0	6	6	0
2017	2012	2011	0	12	28	28	2
2016	2015	2008	136	7	1	387	0
2020	2019	2018	13	4	2	2	0
2016	2013	2012	66	9	3	11	2
2025	2009	2008	0	5	26	26	0
2020	2019	2019	19	0	2	2	0
2016	2014	2005	158	3	4	49	0
2023	2021	2020	1	1	4	4	47
2025	2023	2023	0	4	1	1	0
2022	2018	2011	19	1451	19	21	262
2025	2024	2023	0	0	3	3	0
2023	2023	2022	2	0	2	2	0
2021	2018	2017	5	88	1	1	35
2023	2017	2016	0	2	8	8	0
2021	2020	2007	10	0	2	50	0
2022	2022	2016	12	5	48	60	1
2018	2013	2012	1	3	7	7	0
2022	2015	2014	0	2	58	58	0
2019	2015	2014	7	22	58	58	0
2022	2015	2014	0	2	58	58	0
2024	2023	2022	0	1	3	3	2
2017	2013	2012	6	762	6	10	1146
2019	2015	2014	1	3	58	58	0
2024	2023	2023	0	5	3	3	0
2025	2023	2023	0	4	2	2	0
2019	2017	2010	12	784	59	59	1216
2016	2014	2014	1	2	3	3	1
2023	2020	2019	4	31	2	2	222
2024	2023	2022	0	3	5	5	0
2019	2018	2017	13	7	15	17	2
2025	2024	2017	0	0	15	17	0
2022	2018	2017	23	9	15	17	2
2022	2021	2020	1	4	7	7	1
2018	2017	2016	8	13	8	8	13
2016	2014	2013	0	23	7	7	1
2020	2018	2017	64	0	15	17	0
2025	2021	2020	0	8	7	7	0
2019	2017	2016	11	0	8	8	0
2017	2015	2008	5	831	18	387	167
2018	2016	2016	14	13	8	8	13
2017	2011	2010	0	4	11	11	0
2017	2014	2013	2	2	9	9	4
2022	2019	2018	0	130	2	2	68
2021	2017	2016	0	32	2	2	9
2017	2014	2006	3	745	17	17	1093
2024	2021	2020	1	2	7	7	0
2024	2023	2020	4	67	6	6	0
2025	2024	2023	1	4	1	1	0
2022	2022	2021	0	2	4	4	0
2023	2023	2022	1	3	4	4	1
2024	2019	2018	0	29	14	14	51
2024	2020	2019	5	11	4	4	0
2021	2020	2019	2	3	4	4	0
2023	2023	2020	7	4	19	19	0
2024	2022	2021	0	0	4	4	0
2018	2016	2008	0	26	14	14	6
2025	2020	2019	0	14	4	4	1
2016	2013	2008	0	16	14	14	3
2025	2023	2020	0	272	19	19	40
2016	2016	2008	2	3	14	14	0
2024	2021	2020	1	3	6	58	0
2016	2012	2011	0	2	13	13	0
2025	2021	2020	2	18	6	58	3
2021	2017	2007	0	365	6	6	330
2018	2017	2007	10	2	6	6	0
2019	2019	2017	39	0	6	10	0
2022	2019	2017	0	11	6	10	1
2021	2019	2012	8	1439	18	229	262
2021	2018	2012	4	1423	18	229	250
2025	2022	2021	0	2	8	8	1
2023	2021	2013	0	471	17	450	8
2022	2021	2013	94	1	17	450	0
2021	2020	2013	2	398	17	450	5
2021	2019	2018	0	122	2	2	68
2024	2023	2013	73	6	17	450	0
2023	2023	2013	0	2	17	450	0
2019	2017	2013	5	358	17	450	4
2016	2015	2015	7	0	2	2	0
2019	2019	2013	132	0	17	450	0
2020	2019	2013	0	390	17	450	4
2020	2020	2013	122	0	17	450	0
2017	2017	2013	182	1	17	450	0
2022	2020	2019	1	5	6	6	1
2020	2020	2019	4	8	6	6	4
2018	2018	2017	0	4	8	8	2
2020	2017	2011	0	10	6	6	0
2018	2014	2011	18	6	6	6	0
2018	2017	2011	1	5	6	6	0
2024	2023	2022	0	2	6	6	1
2023	2011	2010	0	2	12	12	0
2023	2011	2010	0	1	12	12	1
2021	2014	2013	0	759	3	3	1013
2020	2019	2018	11	6	10	10	0
2018	2011	2010	0	1	15	15	0
2024	2024	2015	1	0	1	30	0
2016	2008	2007	3	55	9	9	99
2022	2022	2019	28	1	12	12	0
2017	2007	2007	9	127	2	2	67
2017	2016	2007	3	0	9	9	0
2020	2016	2016	38	2500	16	16	59
2024	2021	2008	1	836	8	387	167
2018	2018	2017	13	2	27	27	0
2022	2021	2008	1	835	8	387	167
2019	2017	2008	4	830	18	387	167
2021	2019	2008	2	833	18	387	167
2019	2017	2008	8	831	18	387	167
2017	2016	2008	4	830	18	387	167
2021	2020	2017	1	2	27	27	1
2017	2014	2008	13	810	4	387	149
2021	2019	2008	1	833	18	387	167
2019	2019	2018	3	0	1	1	0
2025	2023	2022	0	0	4	4	0
2020	2017	2008	5	831	18	387	167
2019	2015	2014	5	10	2	2	0
2016	2015	2014	27	0	2	2	0
2024	2020	2014	0	57	58	58	31
2018	2016	2015	2	4	10	10	0
2021	2020	2014	8	3	58	58	1
2017	2015	2014	77	29	58	58	0
2016	2016	2015	0	4	10	10	0
2020	2015	2014	14	39	58	58	6
2019	2016	2015	1	9	10	10	5
2024	2024	2023	0	5	2	2	0
2016	2014	2013	31	5	5	5	0
2024	2023	2022	1	6	5	5	0
2018	2017	2013	21	0	6	14	0
2017	2016	2013	6	4	6	14	0
2023	2020	2020	5	2	8	8	0
2022	2020	2020	2	8	8	8	1
2017	2016	2013	9	4	6	14	0
2016	2015	2013	60	0	6	14	0
2022	2022	2022	61	1	2	2	0
2022	2013	2012	0	1	19	19	0
2021	2021	2017	0	0	14	14	0
2020	2020	2017	0	5	14	14	0
2021	2020	2017	3	7	14	14	0
2025	2022	2022	0	1	2	2	20
2019	2018	2017	3	0	14	14	0
2019	2018	2017	7	3	14	14	0
2024	2022	2022	0	3	1	1	1
2023	2022	2017	0	9	14	14	0
2022	2022	2017	0	8	14	14	0
2022	2021	2017	2	8	14	14	0
2019	2019	2017	1	4	14	14	0
2017	2015	2009	3	407	4	4	207
2020	2019	2017	5	6	14	14	0
2020	2019	2018	9	11	5	5	3
2016	2011	2008	0	6	8	8	0
2019	2019	2018	3	0	5	5	2
2019	2019	2018	42	11	5	5	0
2020	2016	2016	657	2689	27	317	60
2018	2017	2013	4	0	17	17	0
2016	2015	2014	10	0	2	2	0
2017	2014	2013	6	9	17	17	3
2019	2018	2018	14	14	1	1	6
2019	2017	2013	0	18	17	17	3
2020	2014	2013	1	3	17	17	1
2017	2013	2008	7	810	6	387	152
2017	2016	2008	3	812	6	387	144
2018	2017	2016	2	2	4	4	1
2019	2017	2016	6	13	4	4	1
2023	2023	2013	0	489	20	450	8
2025	2025	2013	0	909	13	450	22
2019	2017	2013	3	358	20	450	4
2019	2017	2013	3	358	13	450	4
2025	2022	2013	0	689	13	450	19
2020	2020	2013	125	3	20	450	0
2021	2019	2013	0	382	13	450	5
2025	2025	2013	8	1	20	450	1
2019	2019	2013	5	377	13	450	4
2021	2021	2013	103	1	20	450	0
2023	2023	2013	90	0	20	450	0
2024	2024	2013	0	673	20	450	17
2020	2019	2013	130	0	13	450	0
2025	2025	2013	2	0	13	450	0
2019	2019	2013	137	0	20	450	0
2018	2004	2003	0	1	9	9	1
2017	2017	2013	198	1	20	450	0
2018	2017	2017	218	1	2	450	0
2025	2024	2013	31	1	20	450	0
2024	2023	2013	0	605	20	450	11
2023	2022	2013	22	2	13	450	0
2021	2021	2013	112	0	13	450	0
2017	2017	2013	183	1	13	450	0
2024	2024	2013	0	4	20	450	0
2023	2021	2013	0	462	20	450	6
2025	2025	2013	0	0	20	450	0
2020	2019	2013	3	386	20	450	4
2023	2023	2013	72	5	20	450	0
2025	2024	2013	0	806	20	450	22
2022	2021	2013	0	396	13	450	6
2021	2020	2013	2	398	20	450	5
2018	2017	2017	19	353	2	450	5
2025	2025	2013	0	878	20	450	23
2019	2019	2013	130	0	13	450	0
2018	2014	2013	9	750	5	5	1016
2025	2021	2020	0	18	20	20	1
2025	2024	2022	0	874	13	13	293
2018	2018	2017	2	0	27	27	1
2025	2025	2022	1	1	5	5	0
2020	2016	2016	336	2670	9	317	53
2019	2018	2018	13	0	11	11	0
2019	2019	2018	22	5	11	11	0
2020	2018	2017	2	2	27	27	0
2017	2014	2011	7	64	2	2	1
2019	2018	2018	1	24	11	11	0
2019	2018	2017	3	0	27	27	0
2021	2020	2019	1	159	2	2	111
2024	2023	2022	1	3	5	5	0
2021	2020	2019	15	4	12	12	1
2020	2019	2018	0	3	6	6	0
2018	2017	2016	2	0	3	3	0
2017	2015	2008	3	799	6	387	149
2020	2017	2016	0	1	3	3	1
2019	2017	2008	8	801	6	387	149
2020	2018	2017	0	8	6	6	0
2020	2020	2019	7	0	8	8	0
2019	2012	2011	22	589	10	10	977
2019	2018	2017	9	7	6	6	0
2023	2020	2019	0	14	8	8	1
2025	2025	2025	0	4	1	1	2
2018	2017	2016	304	0	48	60	0
2022	2011	2010	0	6	28	41	0
2024	2023	2022	2	1	3	27	0
2019	2016	2012	133	2931	31	123	60
2023	2022	2022	0	9	1	1	3
2023	2023	2022	21	6	2	2	0
2022	2019	2012	19	2871	31	123	60
2023	2023	2022	1	0	3	3	0
2025	2023	2022	0	2	3	3	9
2025	2025	2022	0	0	3	3	0
2023	2022	2022	0	9	2	2	4
2025	2024	2024	0	0	1	2	0
2019	2017	2008	10	814	6	387	117
2025	2025	2024	0	1	1	2	1
2024	2022	2012	1	3350	31	123	63
2017	2014	2009	4	30	4	4	3
2016	2013	1999	47	99	28	76	34
2020	2016	2016	103	2681	27	317	53
2019	2016	2016	161	2749	27	317	59
2022	2016	2001	72	2798	20	317	53
2020	2016	2001	121	2673	20	317	53
2022	2016	2016	69	2794	27	317	53
2024	2019	2016	0	3485	27	317	56
2021	2016	2016	471	2762	27	317	54
2025	2021	2016	2	3458	3	317	56
2021	2016	2016	79	2776	27	317	53
2018	2016	2013	54	15	24	24	1
2016	2014	2013	2	18	24	24	0
2020	2016	2016	1051	2762	27	317	52
2021	2016	2016	82	2772	27	317	53
2024	2019	2018	0	7	16	16	0
2017	2016	2013	0	1	24	24	0
2020	2016	2016	129	2674	27	317	53
2019	2016	2013	28	13	24	24	0
2016	2016	2013	6	0	24	24	0
2016	2014	2013	0	12	24	24	1
2023	2021	2018	7	148	16	16	27
2022	2019	2018	5	28	4	4	223
2020	2019	2018	8	3	16	16	1
2016	2014	2013	27	13	24	24	0
2016	2007	2007	24	110	2	2	64
2016	2012	2007	20	112	4	23	63
2025	2024	2024	0	3	1	1	1
2022	2022	2017	1	6	13	13	0
2017	2012	2008	0	19	2	2	0
2018	2017	2016	2	0	5	5	0
2019	2019	2016	1	11	5	5	0
2021	2019	2016	0	12	5	5	0
2018	2017	2016	0	5	5	5	0
2019	2017	2016	0	3	5	5	0
2021	2020	2019	8	5	3	3	0
2018	2018	2017	19	0	8	8	0
2025	2024	2023	0	4	2	2	0
2016	2016	2015	0	0	12	12	2
2025	2024	2023	0	0	2	2	0
2021	2016	2015	0	9	20	20	1
2017	2016	2015	19	7	20	20	1
2021	2021	2015	4	0	20	20	0
2024	2021	2015	0	18	20	20	2
2019	2016	2015	1	6	12	12	13
2016	2016	2015	4	3	12	12	0
2018	2016	2015	26	2	20	20	0
2021	2016	2015	3	12	20	20	2
2025	2025	2024	0	0	1	3	0
2021	2018	2018	0	3	9	9	0
2024	2023	2022	0	0	5	5	0
2025	2025	2024	0	2	2	3	1
2020	2019	2018	14	5	15	15	0
2025	2025	2024	0	0	2	2	0
2017	2015	1999	31	438	28	76	35
2018	2017	2000	15	440	28	76	33
2019	2018	2000	12	441	28	76	32
2018	2017	2000	18	0	28	76	0
2017	2017	2000	60	0	28	76	0
2019	2018	2000	22	0	28	76	0
2016	2015	1999	38	5	28	76	0
2017	2017	2000	32	439	28	76	35
2025	2024	2013	0	25	26	450	0
2024	2023	2013	0	574	27	450	11
2020	2019	2013	11	398	26	450	4
2021	2021	2013	108	1	27	450	0
2025	2025	2013	0	0	27	450	0
2019	2017	2013	3	358	11	450	5
2023	2023	2013	72	1	27	450	0
2025	2020	2016	2	3502	17	317	57
2020	2020	2013	3	0	27	450	0
2025	2024	2013	0	28	26	450	0
2021	2020	2013	1	405	11	450	5
2019	2019	2013	129	0	27	450	0
2020	2020	2013	129	0	26	450	0
2020	2019	2013	126	4	23	450	0
2020	2020	2013	0	0	17	450	0
2021	2020	2013	4	406	26	450	5
2020	2011	2010	0	7	28	41	3
2024	2023	2013	70	1	26	450	0
2023	2021	2013	0	461	26	450	6
2017	2017	2013	368	5	23	450	0
2023	2022	2013	0	479	27	450	8
2019	2019	2018	13	6	15	15	0
2023	2019	2018	7	19	15	15	2
2025	2025	2013	2	0	27	450	0
2023	2023	2013	91	0	26	450	0
2025	2024	2013	0	766	23	450	19
2025	2024	2013	0	808	27	450	22
2023	2023	2013	0	574	26	450	9
2025	2024	2013	29	1	27	450	0
2025	2025	2013	0	893	27	450	22
2024	2024	2013	0	4	27	450	0
2024	2024	2013	1	614	27	450	17
2023	2022	2013	0	4	11	450	0
2025	2024	2013	1	1	26	450	0
2023	2022	2013	98	1	27	450	0
2020	2019	2013	0	398	11	450	4
2025	2022	2013	1	776	11	450	27
2025	2025	2013	0	878	23	450	21
2020	2019	2013	1	379	27	450	4
2024	2024	2013	0	717	26	450	18
2025	2025	2013	0	0	23	450	0
2022	2018	2017	3	11	8	450	0
2018	2017	2013	189	7	26	450	0
2019	2019	2013	127	0	23	450	0
2025	2025	2013	0	895	27	450	22
2025	2025	2013	0	0	27	450	0
2024	2024	2013	14	0	27	450	0
2017	2017	2013	256	7	11	450	2
2019	2019	2013	3	0	17	450	0
2025	2024	2013	0	890	26	450	22
2022	2022	2010	0	2	13	13	0
2024	2024	2013	20	4	23	450	0
2025	2024	2013	0	822	27	450	22
2017	2017	2013	185	7	27	450	0
2020	2019	2013	3	392	17	450	4
2023	2023	2013	0	489	26	450	8
2019	2017	2013	16	361	26	450	6
2019	2017	2013	3	358	17	450	4
2024	2024	2013	0	4	27	450	0
2024	2022	2013	0	568	17	450	11
2022	2020	2013	4	396	17	450	6
2024	2024	2013	49	2	26	450	0
2019	2019	2013	129	0	17	450	0
2025	2024	2013	0	700	23	450	18
2022	2021	2013	0	419	11	450	6
2025	2024	2013	0	786	26	450	22
2025	2025	2013	0	899	23	450	22
2019	2019	2013	130	0	26	450	0
2020	2020	2013	295	6	11	450	0
2017	2017	2013	340	1	17	450	0
2019	2019	2013	128	0	11	450	0
2023	2021	2013	1	461	27	450	6
2024	2024	2013	0	728	27	450	18
2023	2020	2016	4	3374	12	317	56
2023	2020	2016	6	3391	12	317	56
2025	2020	2016	0	3444	12	317	56
2022	2016	2016	146	2800	12	317	53
2024	2020	2016	0	3462	12	317	56
2023	2023	2013	0	2	26	450	0
2024	2024	2013	30	4	23	450	1
2019	2017	2013	5	360	27	450	4
2021	2020	2013	4	383	27	450	5
2022	2022	2013	73	2	17	450	1
2025	2024	2013	0	786	26	450	22
2021	2021	2013	108	1	26	450	0
2025	2024	2013	0	0	26	450	0
2025	2025	2013	0	0	23	450	0
2024	2023	2010	3	4	13	13	0
2022	2018	2010	4	21	13	13	3
2019	2017	2013	9	359	23	450	4
2025	2025	2013	2	1	23	450	0
2020	2019	2013	3	381	17	450	4
2022	2021	2013	111	0	11	450	0
2019	2018	2010	6	0	13	13	0
2023	2022	2010	4	107	13	13	11
2018	2011	2010	9	20	13	13	3
2021	2016	2016	136	2777	17	317	55
2023	2022	2010	3	3	13	13	0
2020	2016	2016	441	2672	27	317	53
2019	2015	2015	3	11	3	3	0
2017	2015	2015	13	8	3	3	0
2025	2022	2021	0	41	1	1	58
2017	2010	2008	21	112	7	387	99
2024	2023	2022	4	824	13	13	290
2022	2022	2019	21	12	3	3	0
2018	2015	2010	0	82	28	41	200
2025	2022	2019	2	15	3	3	8
2016	2015	2013	8	5	1	16	0
2018	2017	2017	5	5	3	3	0
2022	2019	2015	0	373	9	9	431
2019	2016	2015	15	374	9	9	411
2020	2017	2017	9	23	3	3	16
2018	2017	2017	0	4	3	3	1
2025	2020	2016	0	3505	27	317	56
2023	2012	2011	0	8	7	11	0
2016	2016	2015	0	1	12	12	5
2016	2016	2015	17	0	12	12	0
2022	2018	2017	4	22	7	7	23
2020	2016	2015	3	8	12	12	14
2018	2018	2017	5	6	7	7	3
2020	2018	2017	15	0	7	7	0
2019	2016	2016	174	2718	27	317	59
2018	2015	2014	6	131	19	19	30
2016	2015	2008	56	100	18	387	99
2016	2016	2014	6	12	19	19	0
2025	2025	2019	0	4	2	2	0
2025	2024	2024	0	2	2	2	1
2021	2020	2019	3	10	2	2	1
2016	2015	2014	9	43	19	19	4
2020	2016	2015	69	54	5	5	16
2020	2018	2018	4	5	9	9	0
2024	2024	2023	0	1	6	6	1
2024	2023	2023	2	1	6	6	1
2020	2007	1995	27	179	2	789	84
2016	2013	2013	11	5	7	7	2
2019	2017	2016	28	9	1	1	18
2024	2020	2019	0	14	14	14	43
2020	2018	2018	48	0	16	16	0
2025	2023	2023	0	1	6	6	3
2016	2014	2010	3	19	4	4	2
2021	2018	2018	7	137	16	16	21
2019	2013	2013	0	3	11	11	0
2019	2016	2008	41	821	7	387	150
2022	2022	2021	1	0	7	13	0
2017	2016	2015	0	3	3	3	0
2019	2014	2013	0	2	7	7	0
2022	2013	2012	2	762	8	8	1015
2024	2022	2021	0	1	7	13	0
2016	2014	2013	15	8	11	11	0
2018	2014	2013	3	19	11	11	4
2024	2023	2018	0	25	15	15	1
2025	2024	2018	0	29	15	15	1
2024	2024	2019	0	0	9	9	0
2024	2019	2019	0	10	9	9	25
2021	2019	2019	41	1	9	9	0
2024	2024	2018	0	4	15	15	0
2023	2023	2018	6	0	15	15	0
2023	2019	2018	0	6	15	15	0
2025	2020	2019	0	5	9	9	0
2020	2020	2019	8	0	4	4	0
2019	2017	2013	6	356	17	450	4
2020	2019	2013	0	397	17	450	4
2025	2024	2013	0	814	17	450	23
2025	2025	2013	2	1	17	450	0
2018	2017	2013	32	3	17	450	0
2023	2021	2013	0	465	17	450	8
2021	2021	2013	109	1	17	450	0
2024	2023	2013	0	557	23	450	11
2025	2024	2013	23	0	17	450	1
2018	2018	2017	0	0	8	450	0
2021	2020	2013	1	401	17	450	4
